# t_epoch,vmrss_kb,vmsize_kb,vmswap_kb,mem_available_kb,threads
1786141418.903,2188660,7673648,0,21808268,71
1786141419.404,2188660,7673648,0,21805848,71
1786141419.904,2188660,7673648,0,21814768,71
1786141420.405,2188660,7673648,0,21813548,71
1786141420.905,2188660,7673648,0,21824012,71
1786141421.406,2188660,7673648,0,21844740,71
1786141421.906,2188724,7673648,0,21859628,71
1786141422.407,2188724,7673648,0,21862052,71
1786141422.908,2188724,7673648,0,21871624,71
1786141423.408,2188724,7673648,0,21881332,71
1786141423.909,2188724,7673648,0,21899572,71
1786141424.410,2188724,7673648,0,21891468,71
1786141424.910,2188724,7673648,0,21894012,71
1786141425.411,2188788,7673648,0,21883088,71
1786141425.912,2188788,7673648,0,21885848,71
1786141426.412,2188788,7673648,0,21885848,71
1786141426.913,2188788,7673648,0,21900332,71
1786141427.414,2188788,7673648,0,21905860,71
1786141427.914,2188788,7673648,0,21907832,71
1786141428.415,2188852,7673648,0,21907428,71
1786141428.916,2188852,7673648,0,21906832,71
1786141429.416,2188852,7673648,0,21910084,71
1786141429.917,2188852,7673648,0,21907292,71
1786141430.420,2188852,7673648,0,21906888,71
1786141430.921,2188852,7673648,0,21892536,71
1786141431.421,2188852,7673648,0,21743692,71
1786141431.922,2188916,7673648,0,21870108,71
1786141432.423,2188916,7673648,0,21870108,71
1786141432.923,2188916,7673648,0,21887512,71
1786141433.424,2188916,7673648,0,21887512,71
1786141433.929,2188916,7673648,0,21889332,71
1786141434.433,2188916,7673728,0,21877120,71
1786141434.934,2188980,7673728,0,21872628,71
1786141435.434,2188980,7673728,0,21872628,71
1786141435.935,2188980,7673728,0,21880820,71
1786141436.435,2188980,7673728,0,21903100,71
1786141436.936,2188980,7673728,0,21906880,71
1786141437.436,2188980,7673728,0,21908496,71
1786141437.937,2189044,7673728,0,21914672,71
1786141438.438,2189044,7673728,0,21915036,71
1786141438.938,2189044,7673728,0,21924524,71
1786141439.439,2189044,7673728,0,21910640,71
1786141439.940,2189044,7673728,0,21899452,71
1786141440.440,2189044,7673728,0,21898436,71
1786141440.941,2189044,7673728,0,21903680,71
1786141441.442,2189108,7673728,0,21899628,71
1786141441.944,2189108,7673728,0,21804476,71
1786141442.446,2189108,7673728,0,21708080,71
1786141442.947,2189108,7673728,0,21475428,71
1786141443.447,2189108,7673728,0,21363924,71
1786141443.948,2189108,7673728,0,21248756,71
1786141444.449,2189172,7673728,0,21143076,71
1786141444.950,2189172,7673728,0,21042704,71
1786141445.451,2189172,7673728,0,21002304,71
1786141445.952,2189172,7673728,0,20941668,71
1786141446.452,2189172,7673728,0,20936824,71
1786141446.954,2189172,7673728,0,20856640,71
1786141447.455,2189172,7673728,0,20832400,71
1786141447.955,2189236,7673728,0,20832116,71
1786141448.456,2189236,7673728,0,20697204,71
1786141448.958,2189236,7673728,0,20679000,71
1786141449.461,2189236,7673728,0,20635876,71
1786141449.962,2189236,7673728,0,20607272,71
1786141450.462,2189236,7673728,0,20595544,71
1786141450.962,2189236,7673728,0,20570348,71
1786141451.464,2189300,7673728,0,20555480,71
1786141451.965,2189300,7673728,0,20541812,71
1786141452.465,2189300,7673728,0,20511916,71
1786141452.966,2189300,7673728,0,20498292,71
1786141453.467,2189300,7673728,0,20475216,71
1786141453.968,2189300,7673728,0,20472920,71
1786141454.469,2189300,7673728,0,20418784,71
1786141454.969,2189300,7673728,0,20401732,71
1786141455.470,2189364,7673728,0,20339160,71
1786141455.971,2189364,7673728,0,20296948,71
1786141456.474,2189364,7673728,0,20263716,71
1786141456.975,2189364,7673728,0,20212124,71
1786141457.483,2189364,7673728,0,20152736,71
1786141457.984,2189364,7673728,0,20088148,71
1786141458.484,2189364,7673728,0,20037244,71
1786141458.985,2189428,7673728,0,19977388,71
1786141459.485,2189428,7673728,0,19930120,71
1786141459.988,2189428,7673728,0,19874604,71
1786141460.489,2189428,7673728,0,19826700,71
1786141460.989,2189428,7673728,0,19803256,71
1786141461.490,2189428,7673728,0,19768344,71
1786141461.991,2189428,7673728,0,19742596,71
1786141462.500,2189428,7673728,0,19660652,71
1786141463.001,2189492,7673728,0,19621920,71
1786141463.502,2189492,7673728,0,19587580,71
1786141464.003,2189492,7673728,0,19561772,71
1786141464.504,2189492,7673728,0,19526836,71
1786141465.005,2189492,7673728,0,19533116,71
1786141465.505,2189492,7673728,0,19538544,71
1786141466.007,2189492,7673728,0,19540768,71
1786141466.510,2189556,7673728,0,19531592,71
1786141467.011,2189556,7673728,0,20361852,71
1786141467.512,2189556,7673728,0,19740040,71
1786141468.012,2189556,7673728,0,19489080,71
1786141468.513,2189556,7673728,0,19117240,71
1786141469.013,2189556,7673728,0,18885972,71
1786141469.515,2189556,7673808,0,18648588,71
1786141470.016,2189556,7673808,0,18692764,71
1786141470.524,2189556,7673808,0,18722056,71
1786141471.025,2189556,7673808,0,18624912,71
1786141471.532,2189556,7673808,0,18504140,71
1786141472.033,2189556,7673808,0,18517552,71
1786141472.540,2189556,7673808,0,18488524,71
1786141473.043,2189556,7673808,0,18689376,71
1786141473.546,2189556,7673808,0,18574564,71
1786141474.047,2189556,7673808,0,18502912,71
1786141474.547,2189556,7673808,0,18537904,71
1786141475.048,2189556,7673808,0,18666820,71
1786141475.548,2189620,7673808,0,18792600,71
1786141476.049,2189620,7673808,0,18795728,71
1786141476.551,2189620,7673808,0,18797104,71
1786141477.055,2189620,7673808,0,18791276,71
1786141477.556,2189620,7673808,0,18770188,71
1786141478.057,2189620,7673808,0,18749140,71
1786141478.558,2189620,7673808,0,18705396,71
1786141479.059,2189684,7673808,0,18697608,71
1786141479.560,2189684,7673808,0,18682084,71
1786141480.060,2189684,7673808,0,18655348,71
1786141480.562,2189684,7673808,0,18672684,71
1786141481.063,2189684,7673808,0,18640552,71
1786141481.564,2189684,7673808,0,18639960,71
1786141482.068,2189684,7673808,0,20308868,71
1786141482.568,2189748,7673808,0,20326304,71
1786141483.069,2189748,7673808,0,20324952,71
1786141483.570,2189748,7673808,0,20363808,71
1786141484.071,2189748,7673808,0,20361788,71
1786141484.574,2189748,7673808,0,20420396,71
1786141485.074,2189748,7673808,0,20443128,71
1786141485.575,2189748,7673808,0,21234892,71
1786141486.075,2189748,7673808,0,21237464,71
1786141486.576,2189812,7673808,0,21308232,71
1786141487.078,2189812,7673808,0,21309196,71
1786141487.579,2189812,7673808,0,21366356,71
1786141488.079,2189812,7673808,0,21373844,71
1786141488.580,2189812,7673808,0,21449304,71
1786141489.080,2189812,7673808,0,21456784,71
1786141489.583,2189876,7673808,0,21487292,71
1786141490.083,2189876,7673808,0,21476984,71
1786141490.584,2189876,7673808,0,21523012,71
1786141491.084,2189876,7673808,0,21438528,71
1786141491.589,2189876,7673808,0,21464536,71
1786141492.089,2189876,7673808,0,21466636,71
1786141492.590,2189876,7673808,0,21493756,71
1786141493.090,2189876,7673808,0,21495888,71
1786141493.591,2189940,7673808,0,21530716,71
1786141494.092,2189940,7673808,0,21532736,71
1786141494.592,2189940,7673808,0,21567912,71
1786141495.093,2189940,7673808,0,21567008,71
1786141495.594,2189940,7673808,0,21585952,71
1786141496.094,2189940,7673808,0,21586356,71
1786141496.595,2190004,7673808,0,21719328,71
1786141497.101,2190004,7673808,0,21734428,71
1786141497.602,2190004,7673808,0,21743544,71
1786141498.102,2190004,7673808,0,21743948,71
1786141498.603,2190004,7673808,0,21755328,71
1786141499.103,2190004,7673808,0,21766880,71
1786141499.604,2190004,7673808,0,21767588,71
1786141500.105,2190068,7673808,0,21768444,71
1786141500.609,2190068,7673808,0,21756056,71
1786141501.110,2190068,7673808,0,21741724,71
1786141501.610,2190068,7673808,0,21680808,71
1786141502.111,2190068,7673808,0,21684848,71
1786141502.611,2190068,7673808,0,21698744,71
1786141503.112,2190068,7673808,0,21714792,71
1786141503.614,2190132,7673808,0,21707680,71
1786141504.115,2190132,7673808,0,21707276,71
1786141504.615,2190132,7673808,0,21701104,71
1786141505.116,2190132,7673808,0,21703268,71
1786141505.616,2190132,7673808,0,21704140,71
1786141506.118,2190132,7673808,0,21709604,71
1786141506.619,2190132,7673808,0,21794136,71
1786141507.119,2190132,7673808,0,21794640,71
1786141507.620,2190196,7673808,0,21802820,71
1786141508.121,2190196,7673808,0,21807668,71
1786141508.622,2190196,7673808,0,21814928,71
1786141509.123,2190196,7673808,0,21833576,71
1786141509.624,2190196,7673808,0,21838720,71
1786141510.124,2190196,7673808,0,21847328,71
1786141510.625,2190200,7673808,0,21853076,71
1786141511.130,2190264,7673808,0,21876516,71
1786141511.631,2190264,7673808,0,21869536,71
1786141512.132,2190264,7673808,0,21871288,71
1786141512.633,2190264,7673808,0,21878392,71
1786141513.134,2190264,7673808,0,21878392,71
1786141513.634,2190264,7673808,0,21884628,71
1786141514.135,2190264,7673808,0,21889488,71
1786141514.636,2190328,7673808,0,21863532,71
1786141515.136,2190328,7673808,0,21858464,71
1786141515.637,2190392,7673808,0,21857560,71
1786141516.138,2190392,7673808,0,21857560,71
1786141516.638,2190456,7673808,0,21868888,71
1786141517.139,2190520,7673808,0,21870468,71
1786141517.639,2190520,7673808,0,21876016,71
1786141518.140,2190584,7673808,0,21871768,71
1786141518.641,2190584,7673808,0,21873876,71
1786141519.141,2190648,7673808,0,21875564,71
1786141519.642,2191288,7673808,0,21878376,71
1786141520.143,2191672,7673808,0,21876016,71
1786141520.644,2192056,7673808,0,21878876,71
1786141521.145,2192376,7673808,0,21879128,71
1786141521.648,2192632,7673808,0,21874604,71
1786141522.148,2192888,7673808,0,21874740,71
1786141522.648,2193144,7673808,0,21850284,71
1786141523.149,2193400,7673808,0,21849752,71
1786141523.650,2193656,7673808,0,21857148,71
1786141524.153,2193912,7673808,0,21851840,71
1786141524.653,2194168,7673808,0,21869336,71
1786141525.154,2194424,7673808,0,21868516,71
1786141525.654,2194744,7673808,0,21869692,71
1786141526.158,2195000,7673808,0,21879116,71
1786141526.659,2195320,7673808,0,21884300,71
1786141527.163,2195576,7673808,0,21884520,71
1786141527.663,2195832,7673808,0,21892724,71
1786141528.167,2196088,7673808,0,21890960,71
1786141528.669,2196284,7673808,0,21892644,71
1786141529.170,2196604,7673808,0,21869816,71
1786141529.672,2196796,7673808,0,21798092,71
1786141530.173,2197052,7673808,0,21771484,71
1786141530.673,2197308,7673808,0,21770512,71
1786141531.174,2197564,7673808,0,21782204,71
1786141531.676,2197820,7673808,0,21776232,71
1786141532.179,2198076,7673808,0,21781288,71
1786141532.680,2198332,7673808,0,21789872,71
1786141533.181,2198588,7673808,0,21789368,71
1786141533.681,2198844,7673808,0,21794016,71
1786141534.184,2199036,7673808,0,21798684,71
1786141534.685,2199228,7673808,0,21812280,71
1786141535.186,2199484,7673808,0,21816768,71
1786141535.686,2199676,7673808,0,21815404,71
1786141536.188,2199932,7673808,0,21831200,71
1786141536.689,2200188,7673808,0,21838076,71
1786141537.190,2200380,7673808,0,21859040,71
1786141537.690,2200572,7673808,0,21867480,71
1786141538.191,2200828,7673808,0,21868200,71
1786141538.694,2201084,7673808,0,21875572,71
1786141539.194,2201340,7673808,0,21875572,71
1786141539.695,2201596,7673808,0,21872252,71
1786141540.195,2201788,7673808,0,21869908,71
1786141540.698,2202044,7673808,0,21870240,71
1786141541.199,2202364,7673808,0,21886856,71
1786141541.699,2286948,7788632,0,21799828,71
1786141542.200,2286948,7788632,0,21806316,71
1786141542.700,2286948,7788632,0,21823828,71
1786141543.201,2286948,7788632,0,21822044,71
1786141543.701,2287032,7788632,0,21823276,71
1786141544.201,2289656,7788632,0,21819640,71
1786141544.702,2289900,7788632,0,21794320,71
1786141545.203,2289900,7788632,0,21792944,71
1786141545.704,2240612,7739344,0,21838640,71
1786141546.204,1970284,7468888,0,22081964,71
1786141546.704,2477180,7994724,0,21599964,71
1786141547.205,2469500,8010512,0,21565476,71
1786141547.705,2469500,8010512,0,21560408,71
1786141548.205,2469500,8010512,0,21540648,71
1786141548.706,2517800,8240928,0,21466944,71
1786141549.206,3126268,8765088,0,20684724,71
1786141549.707,3126268,8765088,0,20657792,71
1786141550.207,3710124,9453768,0,19932080,71
1786141550.708,3763596,9503056,0,19931208,71
1786141551.208,3869272,9766152,0,19872256,71
1786141551.710,4265280,10109816,0,19277708,71
1786141552.211,4216056,10060528,0,19278044,71
1786141552.711,3008948,8601080,0,20533912,71
1786141553.213,2959724,8551792,0,20533936,71
1786141553.713,2959724,8551792,0,20542776,71
1786141554.214,2959724,8551792,0,20541160,71
1786141554.717,2959724,8551792,0,20532088,71
1786141555.218,2959724,8551792,0,20545528,71
1786141555.718,2959724,8551792,0,20564008,71
1786141556.219,2959724,8551792,0,20550548,71
1786141556.719,2959724,8551792,0,20589040,71
1786141557.220,2960104,8551792,0,20588104,71
1786141557.720,2960104,8551792,0,20606432,71
1786141558.220,2960104,8551792,0,20616712,71
1786141558.721,2960104,8551792,0,20632128,71
1786141559.221,2960104,8551792,0,20631652,71
1786141559.721,2960104,8551792,0,20642656,71
1786141560.222,2960104,8551792,0,20651504,71
1786141560.722,2960104,8551792,0,20681668,71
1786141561.223,2960104,8551792,0,20681416,71
1786141561.723,2960104,8551792,0,20710848,71
1786141562.223,2960104,8551792,0,20714720,71
1786141562.724,2960104,8551792,0,20743780,71
1786141563.224,2960104,8551792,0,20745892,71
1786141563.725,2960104,8551792,0,20774280,71
1786141564.225,2960104,8551792,0,20776132,71
1786141564.726,2960104,8551792,0,20818468,71
1786141565.226,2960104,8551792,0,20817580,71
1786141565.726,2960104,8551792,0,20840920,71
1786141566.227,2960104,8551792,0,20845060,71
1786141566.727,2960104,8551792,0,20895144,71
1786141567.228,2960104,8551792,0,20929996,71
1786141567.728,2960104,8551792,0,20954984,71
1786141568.228,2960104,8551792,0,20955236,71
1786141568.729,2960104,8551792,0,20966156,71
1786141569.229,2960104,8551792,0,20967304,71
1786141569.729,2960104,8551792,0,20970404,71
1786141570.230,2960104,8551792,0,20969356,71
1786141570.730,2960104,8551792,0,20981712,71
1786141571.230,2960104,8551792,0,20981708,71
1786141571.731,2960104,8551792,0,20991928,71
1786141572.231,2960104,8551792,0,20985660,71
1786141572.732,2960104,8551792,0,21010984,71
1786141573.232,2960104,8551792,0,21011276,71
1786141573.733,2960104,8551792,0,21022488,71
1786141574.233,2960104,8551792,0,21026284,71
1786141574.733,2960104,8551792,0,21021556,71
1786141575.234,2960104,8551792,0,21022516,71
1786141575.734,2960104,8551792,0,21042556,71
1786141576.235,2960104,8551792,0,21074820,71
1786141576.735,2960104,8551792,0,21061788,71
1786141577.236,2960104,8551792,0,21066040,71
1786141577.736,2960104,8551792,0,21076872,71
1786141578.236,2960104,8551792,0,21062596,71
1786141578.737,2960104,8551792,0,21074216,71
1786141579.237,2960104,8551792,0,21074216,71
1786141579.737,2960104,8551792,0,21077436,71
1786141580.238,2960104,8551792,0,21071512,71
1786141580.739,2960104,8551792,0,21079016,71
1786141581.239,2960104,8551792,0,21080632,71
1786141581.740,2960104,8551792,0,21082184,71
1786141582.240,2960104,8551792,0,21088884,71
1786141582.740,2960104,8551792,0,21096424,71
1786141583.241,2960104,8551792,0,21106300,71
1786141583.741,2960104,8551792,0,21109148,71
1786141584.242,2960104,8551792,0,21110192,71
1786141584.742,2960104,8551792,0,21113156,71
1786141585.242,2960104,8551792,0,21114124,71
1786141585.743,2960104,8551792,0,21136200,71
1786141586.243,2960104,8551792,0,21111020,71
1786141586.744,2960104,8551792,0,21115192,71
1786141587.244,2960104,8551792,0,21114716,71
1786141587.744,2960104,8551792,0,21139624,71
1786141588.245,2960104,8551792,0,21144980,71
1786141588.745,2960104,8551792,0,21147700,71
1786141589.246,2960104,8551792,0,21153808,71
1786141589.746,2960104,8551792,0,21131368,71
1786141590.246,2960104,8551792,0,21130480,71
1786141590.747,2960104,8551792,0,21129800,71
1786141591.247,2960104,8551792,0,21126640,71
1786141591.748,2960104,8551792,0,21141300,71
1786141592.248,2960104,8551792,0,21135528,71
1786141592.749,2960104,8551792,0,21139172,71
1786141593.249,2960104,8551792,0,21139364,71
1786141593.750,2960104,8551792,0,21141844,71
1786141594.250,2960104,8551792,0,21142600,71
1786141594.750,2960104,8551792,0,21129984,71
1786141595.251,2960104,8551792,0,21130376,71
1786141595.751,2960104,8551792,0,21138632,71
1786141596.251,2960104,8551792,0,21130064,71
1786141596.752,2960104,8551792,0,21147244,71
1786141597.252,2960104,8551792,0,21147496,71
1786141597.753,2960104,8551792,0,21171984,71
1786141598.253,2960104,8551792,0,21243612,71
1786141598.753,2960104,8551792,0,21243420,71
1786141599.254,2960104,8551792,0,21252132,71
1786141599.754,2960104,8551792,0,21245056,71
1786141600.254,2960104,8551792,0,21244824,71
1786141600.755,2960104,8551792,0,21259308,71
1786141601.255,2960104,8551792,0,21253964,71
1786141601.755,2960104,8551792,0,21257192,71
1786141602.256,2960104,8551792,0,21261608,71
1786141602.756,2960104,8551792,0,21266072,71
1786141603.256,2960104,8551792,0,21266072,71
1786141603.757,2960104,8551792,0,21269300,71
1786141604.257,2960104,8551792,0,21269300,71
1786141604.757,2960104,8551792,0,21256348,71
1786141605.258,2960104,8551792,0,21255668,71
1786141605.758,2960104,8551792,0,21256116,71
1786141606.259,2960104,8551792,0,21254832,71
1786141606.759,2960104,8551792,0,21241564,71
1786141607.260,2960104,8551792,0,21241816,71
1786141607.760,2960104,8551792,0,21249036,71
1786141608.261,2960104,8551792,0,21273132,71
1786141608.761,2960104,8551792,0,21274136,71
1786141609.261,2960104,8551792,0,21274136,71
1786141609.762,2960104,8551872,0,21248736,71
1786141610.262,2960104,8551872,0,21248916,71
1786141610.763,2960104,8551872,0,21254112,71
1786141611.263,2960104,8551872,0,21250864,71
1786141611.763,2960104,8551872,0,21251088,71
1786141612.264,2960104,8551872,0,21252124,71
1786141612.764,2960104,8551872,0,21252668,71
1786141613.265,2960104,8551872,0,21251912,71
1786141613.765,2960104,8551872,0,21258312,71
1786141614.265,2960104,8551872,0,21257056,71
1786141614.766,2960104,8551872,0,21249924,71
1786141615.266,2960104,8551872,0,21248000,71
1786141615.767,2960104,8551872,0,21251208,71
1786141616.267,2960104,8551872,0,21270028,71
1786141616.767,2960104,8551872,0,21271928,71
1786141617.267,2960104,8551872,0,21269948,71
1786141617.768,2960104,8551872,0,21270792,71
1786141618.268,2960104,8551872,0,21269728,71
1786141618.769,2960104,8551872,0,21272400,71
1786141619.269,2960104,8551872,0,21269892,71
1786141619.770,2960104,8551872,0,21254004,71
1786141620.270,2960104,8551872,0,21254356,71
1786141620.770,2960104,8551872,0,21257668,71
1786141621.271,2960104,8551872,0,21273364,71
1786141621.771,2960104,8551872,0,21268644,71
1786141622.272,2960104,8551872,0,21267444,71
1786141622.772,2960104,8551872,0,21268220,71
1786141623.273,2960104,8551872,0,21279680,71
1786141623.773,2960104,8551872,0,21284724,71
1786141624.273,2960104,8551872,0,21285624,71
1786141624.774,2960104,8551872,0,21273264,71
1786141625.274,2960104,8551872,0,21273292,71
1786141625.775,2960104,8551872,0,21272732,71
1786141626.275,2960104,8551872,0,21264836,71
1786141626.776,2960104,8551872,0,21263608,71
1786141627.276,2960104,8551872,0,21262852,71
1786141627.777,2960104,8551872,0,21265648,71
1786141628.277,2960104,8551872,0,21265404,71
1786141628.778,2960104,8551872,0,21265688,71
1786141629.278,2960104,8551872,0,21266068,71
1786141629.778,2960104,8551872,0,21248904,71
1786141630.279,2960104,8551872,0,21248904,71
1786141630.779,2960104,8551872,0,21247764,71
1786141631.280,2960104,8551872,0,21224788,71
1786141631.780,2960104,8551872,0,21231116,71
1786141632.280,2960104,8551872,0,21231096,71
1786141632.781,2960104,8551872,0,21231188,71
1786141633.281,2960104,8551872,0,21244256,71
1786141633.781,2960104,8551872,0,21247100,71
1786141634.282,2960104,8551872,0,21247352,71
1786141634.782,2960104,8551872,0,21236392,71
1786141635.283,2960104,8551872,0,21236256,71
1786141635.783,2960104,8551872,0,21237072,71
1786141636.283,2960104,8551872,0,21248000,71
1786141636.784,2960104,8551872,0,21250884,71
1786141637.284,2960104,8551872,0,21251412,71
1786141637.784,2960104,8551872,0,21257936,71
1786141638.285,2960104,8551872,0,21261272,71
1786141638.785,2960104,8551872,0,21261400,71
1786141639.285,2960104,8551872,0,21261400,71
1786141639.786,2960104,8551872,0,21250048,71
1786141640.286,2960104,8551872,0,21250048,71
1786141640.787,2960104,8551872,0,21250956,71
1786141641.287,2960104,8551872,0,21260208,71
1786141641.787,2960104,8551872,0,21252772,71
1786141642.288,2960104,8551872,0,21252016,71
1786141642.788,2960104,8551872,0,21258440,71
1786141643.289,2960104,8551872,0,21258440,71
1786141643.789,2960104,8551872,0,21260328,71
1786141644.290,2960104,8551872,0,21260580,71
1786141644.790,2960104,8551872,0,21246148,71
1786141645.291,2960104,8551872,0,21268036,71
1786141645.791,2960104,8551872,0,21273280,71
1786141646.291,2960104,8551872,0,21275148,71
1786141646.792,2960104,8551872,0,21285152,71
1786141647.293,2960104,8551872,0,21285404,71
1786141647.793,2960104,8551872,0,21283936,71
1786141648.294,2960104,8551872,0,21283936,71
1786141648.794,2960104,8551872,0,21285340,71
1786141649.294,2960104,8551872,0,21285340,71
1786141649.795,2960104,8551872,0,21287980,71
1786141650.295,2960104,8551872,0,21288520,71
1786141650.796,2960104,8551872,0,21291948,71
1786141651.296,2960104,8551872,0,21288972,71
1786141651.796,2960104,8551872,0,21294008,71
1786141652.297,2960104,8551872,0,21295376,71
1786141652.798,2960104,8551872,0,21298544,71
1786141653.298,2960104,8551872,0,21298796,71
1786141653.799,2960104,8551872,0,21307104,71
1786141654.299,2960104,8551872,0,21307104,71
1786141654.800,2960104,8551872,0,21280664,71
1786141655.300,2960104,8551872,0,21280060,71
1786141655.800,2960104,8551872,0,21280836,71
1786141656.301,2960104,8551872,0,21237348,71
1786141656.801,2960104,8551872,0,21230144,71
1786141657.302,2960104,8551872,0,21230748,71
1786141657.802,2960104,8551872,0,21233660,71
1786141658.302,2960104,8551872,0,21245980,71
1786141658.803,2960104,8551872,0,21253356,71
1786141659.303,2960104,8551872,0,21256044,71
1786141659.804,2960104,8551872,0,21245324,71
1786141660.304,2960104,8551872,0,21245544,71
1786141660.805,2960104,8551872,0,21243388,71
1786141661.305,2960104,8551872,0,21246612,71
1786141661.805,2960104,8551872,0,21253172,71
1786141662.305,2960104,8551872,0,21255428,71
1786141662.806,2960104,8551872,0,21259764,71
1786141663.306,2960104,8551872,0,21264120,71
1786141663.807,2960104,8551872,0,21267220,71
1786141664.307,2960104,8551872,0,21267004,71
1786141664.808,2960104,8551872,0,21265224,71
1786141665.308,2960104,8551872,0,21264972,71
1786141665.809,2960104,8551872,0,21267524,71
1786141666.309,2960104,8551872,0,21271340,71
1786141666.810,2960104,8551872,0,21289408,71
1786141667.310,2960104,8551872,0,21292824,71
1786141667.811,2960104,8551872,0,21296396,71
1786141668.311,2960104,8551872,0,21295640,71
1786141668.812,2960104,8551872,0,21298332,71
1786141669.312,2960104,8551872,0,21296444,71
1786141669.813,2960104,8551872,0,21293852,71
1786141670.313,2960104,8551872,0,21292844,71
1786141670.814,2960104,8551872,0,21299016,71
1786141671.314,2960104,8551872,0,21285664,71
1786141671.814,2960104,8551872,0,21282128,71
1786141672.315,2960104,8551872,0,21283696,71
1786141672.816,2960104,8551872,0,21287564,71
1786141673.316,2960104,8551872,0,21286736,71
1786141673.816,2960104,8551872,0,21286528,71
1786141674.317,2960104,8551872,0,21287220,71
1786141674.817,2960104,8551872,0,21247148,71
1786141675.318,2960104,8551872,0,21246804,71
1786141675.819,2960104,8551872,0,21249876,71
1786141676.319,2960104,8551872,0,21265712,71
1786141676.819,2960104,8551872,0,21271792,71
1786141677.320,2960104,8551872,0,21272044,71
1786141677.820,2960104,8551872,0,21277168,71
1786141678.321,2960104,8551872,0,21280896,71
1786141678.821,2984408,8551872,0,21258352,71
1786141679.322,2984408,8551872,0,21260116,71
1786141679.822,2984408,8551872,0,21239652,71
1786141680.323,2984408,8551872,0,21238904,71
1786141680.823,2984408,8551872,0,21243124,71
1786141681.323,2984416,8551872,0,21245320,71
1786141681.827,2984428,8551872,0,21245144,71
1786141682.328,2984428,8551872,0,21244784,71
1786141682.830,2984428,8551872,0,21245260,71
1786141683.330,2984428,8551872,0,21245260,71
1786141683.834,2984428,8551872,0,21248044,71
1786141684.334,2984432,8551872,0,21248300,71
1786141684.835,2984436,8551872,0,21241352,71
1786141685.336,2984436,8551872,0,21227948,71
